rating,review,place,date,des
5,Fabulous!,Hyderabad,8 months ago,I got the tv in 40 hrs installed in 8 hrs just woowThe tv is good but with low bass sound good enoughSwitch of dnr option in settings for better display
5,Mind-blowing purchase,Saharanpur,8 months ago,Mind-blowing product. Just close your eyes and purchase it only from Flipkart.
5,Brilliant,Agra,8 months ago,awesome product, in this price range you can not find anything better, best tv by one of the best thrusting brand MI.. sound could be better overall best.. no brightness issue found ..
3,Decent product,Hyderabad,8 months ago,not as much
4,Good quality product,Visakhapatnam,8 months ago,I was happy with this TV
4,Delightful,Kancheepuram District,8 months ago,Value for money
4,Value-for-money,Honnali,8 months ago,happy with the product, delivered in time . sound clarity and display is good no problem with that , i have read some reviews regarding sound issues but after a day of use no issues with sound.But unhappy with the installation and demo service they took one day extra and during installation on wall mounting with bracket they took 2K for that Bracket installation , when i search the same in Flipkart for that movable bracket the price is with in 1K it seems they took extra money and wish you g...
5,Just wow!,Ajmer,8 months ago,Best tv in this Price....
4,Delightful,Ahmedabad,8 months ago,product is awesome. picture quality is good, sound quality is very good only one suggestion that TV does not support FTP it only support MTP through USB
5,Best in the market!,Sikar,8 months ago,fabulous tv and excellent tv
4,Very Good,Chennai,8 months ago,Worth the money for buying smart Tv for this price range. The HD quality and sound is awesome. 3 USB and 3 HDMI ports are plus for this TV and it's a new release of the year. Only cons i feel is the non availability auto source selection feature(PS:After March update this feature is now available) and for people who used usual remotes this would be new. The mute button isn't available and more of the actions can be done using voice command. On the whole a perfect purchase.
5,Perfect product!,Amreli,8 months ago,Super bi
4,Nice product,Aligarh,8 months ago,Thanks (xiomi) MI company, which got the privilege of applying smart LED TV to middle lower class people, or else the other companies were just looting. all MI administrations and company guri
4,Value-for-money,Jalna,8 months ago,Great offering with this prise range. TV works fine, processor and ram management is good.*Only disadvantage that I face is brightness of pannel is low as compared to Samsung Sony LG pannels. of that could be fixed, this tv is best.
5,Perfect product!,Hyderabad,8 months ago,Flipkart service and installation service is perfect
5,Highly recommended,Karjan,8 months ago,shaw shaw  not fine not bad
5,Excellent,Chalisgaon,8 months ago,superb
5,Classy product,Visakhapatnam,8 months ago,supr quality
5,Terrific,Kumaragiri,8 months ago,Mi nice
5,Just wow!,Amravati,8 months ago,TV works awesome and the features are also wonderful at this price. Using it since last 20 days and found no issues till date. Its a good bet at this price.
5,Super!,Hyderabad,8 months ago,more than worth for your expenditure.one of the best Tv.working good.don't go /trust for brands.one 9f my best purchases.Finally , simply superb.
5,Perfect product!,Madurai,8 months ago,nice
4,Good choice,Madhupur,8 months ago,good for valuable money.but courier boy don't deliver at home .He call me and said that "He could not deliver at home and also he said collect this product from infront of Tripura university At SBI ATM Location.so that delivery of courier boy service too poor for me.
2,Slightly disappointed,Vadodara,8 months ago,Unable to connect with my wifi , my mob gets full connectivity but unable to connect with tv
5,Must buy!,Navi Mumbai,8 months ago,I giving review after 15 days buying.evrything is good picture, sounds, quantity and  multimedia content also.I'm very happy and satisfied with this mi led smart TV 4A pro(43)in this range.
5,Best in the market!,Erode,8 months ago,ok but not TV installation time waste
5,Fabulous!,Hyderabad,8 months ago,nice.good.ok
5,Highly recommended,Rajahmundry,8 months ago,picture quality sound is simple super..  it's like peer brands t. v... Happy to purchase  ... flipkart service is very great..  timely delivery  and installation...  nice..
5,Mind-blowing purchase,Kadapa,8 months ago,good product
4,Wonderful,Chakmano,8 months ago,very good tv but flipkart service is very bad and delivery courier is also. very bad .
3,Good,Chopda,8 months ago,Value for money
4,Worth the money,New Delhi,8 months ago,picture quality of this tv is much better than the previous mitv 4a.only problem is weak connectivity.secondly hungama Play 3month SVOD offer is not getting activated on this and not even  flipkart is not helping
4,Nice product,Bhadreswar,8 months ago,nice
5,Classy product,Chennai,8 months ago,Got delivered on time. Thanks flipkart
3,Decent product,Vellore District,8 months ago,YouTube, hotstar, netflix, jio cinema app can't be casted directly, sometimes restarted connects YouTube, hotstar only Usb not supporting videos x264, ac3 format unsupported audio not working only videos less than 700mb supports no full hd videos like 1.5gb or 2gb not supporting, Bluetooth connectivity to surround not connecting automatically everytime need to unpair and pair it again .....
5,Super!,Neyveli,8 months ago,Amazing product. Value for money...
1,Worst experience ever!,Allahabad,8 months ago,flipkart not good
4,Nice product,Indore,8 months ago,picture quality is little problematic but other things are good
5,Simply awesome,Ahmedabad,8 months ago,paisa vasool, must buy, compair to other brands very good at. every features
5,Great product,Tirupathur Vellore District,8 months ago,Excellent Product in affordable price
5,Best in the market!,Hyderabad,8 months ago,Awesome TV from Mi, I am writing this review after using for about 15 days . The picture and sound quality are really good . Although I have seen people writing about low brightness issue , I did not notice this as a big drawback. Smooth navigation from android to patchwall . Android TV options are really good and we can use required apps from playstore . I have tried playing 4K videos from YouTube app on TV and did not find a lag. connection to bluetooth speaker was smooth. There was a lag...
4,Nice product,Nellore,8 months ago,super
5,Just wow!,Bareja,8 months ago,Ok
5,Wonderful,Guwahati,8 months ago,After using a couple of days i am writing about the new mi led 4a pro... 1st its fully value of money.. U won't get this much of big screen within this range and when comes to the picture quality its really awesome and the sound is too good... If u one bass then u can add one sound bar but although its good and the connectivity is also good from mobile... Mi is really giving a good product with this price and i love it
5,Best in the market!,Shahbad,8 months ago,thanks
5,Worth every penny,Hyderabad,8 months ago,I bought this tv 2 weeks back.. working fine with youtube hd quality. Not for low quality
4,Really Nice,Chennai,8 months ago,Perfect one! For this budget
4,Good quality product,East Godavari,8 months ago,Good experience on tv
5,Super!,Jajpur Town,8 months ago,- Disable dynamic brightness in settings for constant and high brightness.- picture quality is excellent at the price category.- sound is also good . bass is not so good.- connectivity is good, you got an arc hdmi.
5,Great product,Jhansi,8 months ago,Finest tv, truly justify its price and best Android TV. Just go for it.
4,Really Nice,Rayachoti,8 months ago,Good
5,Must buy!,Lucknow,8 months ago,NO any comparison in this range
5,Simply awesome,Ludhiana,8 months ago,Value for money..
5,Classy product,Bengaluru,8 months ago,OMG. This is just an amazing TV. Firstly thanks to Flipkart for hassle free delivery. The installation was supposed to be done on the next day, but instead it got done on the day of delivery, which was a pleasant surprise. Now coming to the quality, i must say its stunning. The Android OS is buttery smooth and has no issues. Moreover, even though this is a Full HD tv, it supports 4K resolution on YouTube and other video apps. I was really amazed when I saw this as it was unexpected. This is a...
4,Wonderful,Mandideep,8 months ago,ok
3,Fair,New Delhi,8 months ago,great service by Flipkart .. but Worst Product by MI .. u can't connect phone very tidius process still not get connected for screen sharing.. you can't reduce color .. it's too dark and look like artificial.. remote is very cheap quality.. i don't think I will last long .. guys don't buy MI TV
5,Super!,Ahmedabad,8 months ago,Super
4,Wonderful,Mumbai,8 months ago,Nice
4,Good quality product,New Delhi,8 months ago,Good quality  and price.but this mi 4a pro model does not take any av/hdmi input automatically of the cable operator.Everytime u swich on u have to select it manually.
1,Worst Installlation Service provided,Gandhinagar,8 months ago,I wish to know if all those who buy this TV from Flipkart, how good and quick installation service was available from the supporting technical team after delivery? The product was delivered on 8th feb and I was informed about installation on 9th feb. Surprisingly, i never got any information and just waited till evening. then I wrote to them and have been a chain mail of sorry and taking actions since then. I wonder, because even after raising the issue since 7-8 days for 1 whole week, Flipka...
1,Don't waste your money,Kasganj,8 months ago,engineer was asking for more charges as installation should be free of cost. completely disappointed with such kind of service form Flipkart.
5,Highly recommended,Chennai,8 months ago,Awesome TV at an affordable price.SpecificationPicture clarityAudio ClarityAll good and satisfied
4,Very Good,Hyderabad,8 months ago,Value for money, with all smart features.
4,Pretty good,Chennai,8 months ago,Good
3,Just okay,Patna,8 months ago,Delivered on time, Netflix, Prime etc not working, Installation done correctly
1,Did not meet expectations,Chennai,8 months ago,We can't connect mirror cast easyly with this tv very very worst experience. We mainly busy this tv only for mirror cast but which need wifi modem to connect with mobile. Waste of buying.
3,Decent product,Chikkaballapura,8 months ago,not installed all apps only install few apps
5,Terrific purchase,Gurugram,8 months ago,you can go for it because it's worth
5,Must buy!,Palwal,8 months ago,all products of MI are good because it is also good . I am very happy with MI
5,Great product,Nayagarh,8 months ago,Nice
4,Value-for-money,Pachora,8 months ago,good product..in this price
5,Worth every penny,Jamshedpur,8 months ago,I  have purchased 3weeks ago.  All features as they told wkg. Nicely.  Google voice interface also very effectively wkg. Built in Chrome cast wkg. Fine. It is perfectly android tv with all latest features. Only problem you can not install  all the app like Netflix Etc.
4,Worth the money,Hd Kote,8 months ago,pretty good
5,Just wow!,Uttarpara Kotrung,8 months ago,Excellent
4,Wonderful,Hazaribagh,8 months ago,Delivery on time, installation on time, nice picture quality, no brightness issues, only problem is in casting screen
4,Value-for-money,Bengaluru,8 months ago,overall good product for this price.
5,Fabulous!,Trivandrum,8 months ago,Speedy delivery....Good service......
5,Mind-blowing purchase,Bengaluru,8 months ago,good
5,Awesome,Neyveli,8 months ago,Suberb TV.. Value for money... And delivered in 48hrs.. . Really like it
5,Highly recommended,Mumbai,8 months ago,awesome tv
1,Terrible product,Kaithal,8 months ago,every time on with remote and evwry time select avi to run tv program.bakwas tv don't purchase ..
5,Must buy!,Guna,8 months ago,good sound good quality worth of money
4,Nice product,Dharmavaram,8 months ago,good value for money
2,Moderate,Khalilabad,8 months ago,Previous version is much better.In operating and picture quality.
4,Value-for-money,Puttur,8 months ago,Value for money. taken more time to delivery. but installation very quick.no need to follow up. wall mount bit more costlier than market price
5,Perfect product!,Vizianagaram,8 months ago,awesome
5,Highly recommended,Sadasivpet,8 months ago,value for every penny
5,Fabulous!,Keelakarai,8 months ago,I loveable  mi tv... super performance .... no words i love mi❤❤❤❤❤
5,Super!,Kottayam District,8 months ago,It's osm tnks to Flipkart
5,Brilliant,Tezpur,8 months ago,Super TV.. Has all the features that one can imagine .. That too at a reasonable price. Good work MI.... Bluetooth,  WIFi, Android,,  and much more..
5,Worth every penny,Varanasi,8 months ago,Pure value for Money.
5,Must buy!,Nagpur,8 months ago,deserve for 5 rating!
5,Excellent,Solapur,8 months ago,good product
4,Good choice,Muzaffarpur,8 months ago,it's nice at all it's good sound not good you must by mi TV speakers 5000
4,Delightful,Naduvannur,8 months ago,Products it’s good, delivery awesome but installation it’s to bad one week delay
5,Super!,Faridabad,8 months ago,excellent product
5,nice selection,Secunderabad,8 months ago,sound is awesome , bt connectivity taking time
5,Excellent,Munger,8 months ago,everything is perfect
5,Super!,Gurugram,8 months ago,I liked it. best buy at this price range. it's has everything that I was looking for. :)
4,Delightful,Bhupalpalle,8 months ago,super quality
5,Awesome,Gurugram,8 months ago,nice clarity, good features.. using now for 15 days ,very nice tv for this price
5,Classy product,Koppal,8 months ago,Valid for money
5,Must buy!,Patiala,8 months ago,simply awesome...................
1,Worthless,Gurugram,8 months ago,Still having same issue of Bluetooth connectivity and mirroring..even after the replacement both the issues hasn’t been fixed..why to go for pro if both the added features aren’t working properly..!!
5,Wonderful,Sambalpur,8 months ago,awesome..but installation not done by mi or flipkart
5,Awesome,Bengaluru,8 months ago,very nice TV everyone can buy reasonable cost
4,Good choice,Patna,8 months ago,Value for money product. Auto hdmi works but first you need to update the TV (setting-about-update)
4,Good choice,Patna,8 months ago,very nice
5,Perfect product!,Khammam District,8 months ago,excellent tv
5,Terrific,Tiptur,8 months ago,wonderful optionsss and wonder imagine 4A pro
5,Terrific purchase,Lucknow,8 months ago,ok
5,Great product,Lucknow,8 months ago,good tv at this price.
4,Value-for-money,Visakhapatnam,8 months ago,excellent innovation by mi
5,Great product,Davanagere,8 months ago,nice product...
5,Great product,Srinivaspur,8 months ago,Value for money.... Go for it..
4,Very Good,Dindigul,8 months ago,Value for money
5,Highly recommended,Bhubaneswar,8 months ago,Awesome product.
5,Super!,Karimnagar,8 months ago,Nice tv.  Need some upgradation in the android ui,
2,Expected a better product,Mysore,8 months ago,Tv Quilty is better but flipkart service is worst.....bez still I have no demo service and installation.....
5,Awesome,Hyderabad,8 months ago,Excellent product
5,Mind-blowing purchase,Krishna,8 months ago,Don't think nagative reviews go for it
5,Great product,Chennai,8 months ago,An excellent product on these prices
4,Worth the money,New Delhi,8 months ago,Everything Is Good
5,Wonderful,Erode,8 months ago,good product & value for money
5,Classy product,Nangal,8 months ago,excellent product
5,Brilliant,Patna,8 months ago,Great value for money.Picture quality is good enough and 1080p works very fine. Sound quality and loudness is great as per led tv's. And i read some reviews regarding connectivity errors, as till now i didn't face any of such issues and its obvio for hd quality videos it will require good connection and high speed.Everything is just great. Go for it.
5,Wonderful,Nagpur,8 months ago,Flipkart service is great I love it...
4,Wonderful,Lucknow,8 months ago,Awsome product
5,Awesome,Ladwa,8 months ago,just suprb...
5,Must buy!,Rajkot,8 months ago,Good Product
4,Good quality product,Uthangarai,8 months ago,good quality value off many for worth
4,Good choice,Ranchi,8 months ago,fast delivery by Flipkart
5,Wonderful,Nagari,8 months ago,Exellent superb led tv
5,Best in the market!,Ujjain,8 months ago,i like it...nice product.
3,Decent product,Abu Road,8 months ago,mi 4a pro is not best mi  4a 43 is best
4,Good choice,New Delhi,8 months ago,very good but connectivity issues same time
5,Must buy!,Narsampet,8 months ago,awesome tv .but casting is very difficult with phone
4,Good quality product,Bhopal,8 months ago,nice tv
5,Just wow!,Nashik,8 months ago,everything is good but to mirror cast your phone is difficult job. It requires to connect tv and phone on same network and casting consume data
4,Good quality product,Surat,8 months ago,Quality product as describe. Sound, pictures are good. Android supported.
3,Just okay,Kozhikode District,8 months ago,Clarity is no good
5,Terrific,Beed,8 months ago,GOOD LED IN THIS BUDGET
4,Delightful,Satna,8 months ago,good
4,Very Good,Secunderabad,8 months ago,Best tv in dis range...overall good only issue is of brightness...
1,Unsatisfactory,Hyderabad,8 months ago,Facing connectivity issue alot... screen mirroring not working properly...
4,Nice product,Krishnanagar,8 months ago,It's really nice to this price , good.
4,Delightful,Bhiwandi,8 months ago,Very Good product
4,Pretty good,Bangalore,8 months ago,very nice product  and volume money
4,Good choice,Ghaziabad,8 months ago,When ever start the tv we should have to select AV & HDMI first this is very big problem
4,Value-for-money,Kolkata,8 months ago,Cool product!
1,Not recommended at all,Gurugram,8 months ago,Worst product. Dont go for it.
4,Pretty good,Kapurthala District,8 months ago,Very good
4,Good choice,Panchkula,8 months ago,little brightness issues are in led. Otherwise it very good product.
4,Good quality product,New Delhi,8 months ago,After more than 10 days of use, I have felt that picture and sound quality are quite awesome. User interface is excellent and Connectivity is good but could have been better as I have tried to mirror Redmi note 3 thru wireless connectivity but it is not connecting after success in first attempt. Also apps like Jio TV and Jio Cinema needs to come as pre-installed as much hassle is involved to get them installed. Overall a good product in this price range.
5,Terrific purchase,Surat,8 months ago,excellent
5,Terrific purchase,Amritsar,8 months ago,It’s a nice product value for money
5,Terrific,Visakhapatnam,8 months ago,tv is worth for money .tv is good. but installation  service engineer is not able to attend after installing tv I have so doubts in tv but there are not attend my call worst serivce for mi installation serivve engineer
5,Terrific,Lucknow,8 months ago,very good tv at this price
5,Must buy!,Chennai,8 months ago,So far good experience
5,Brilliant,Chennai,8 months ago,Very good
3,Nice,New Delhi,8 months ago,Ultimate buy @ this range
5,Mind-blowing purchase,Pune,8 months ago,Delivery and installation by flipkart was awesome. it's done in one day !!! superb, amazing..
5,Excellent,New Delhi,8 months ago,Product is very gud bt insulation executive behavior very bed
5,Just wow!,Thane,8 months ago,best price and smart TV
5,Excellent,Coimbatore,8 months ago,Value for money, Sound & Vedio, Frame Nice
4,Wonderful,Bengaluru,8 months ago,good
4,Good quality product,Allahabad,8 months ago,Best budjet tv... Go for it, everything is jst perfect. Sound display connectivity everything is gud
4,Really Nice,Coimbatore,8 months ago,I love the Android mi 43 inge led TV...good service..I love it
5,Excellent,Tanuku,8 months ago,very good
5,Highly recommended,Chennai,8 months ago,Worth for money
5,Simply awesome,Bengaluru,8 months ago,Fully satisfied
5,Perfect product!,Karumathampatti,8 months ago,Excellent
5,Best in the market!,Jammu,8 months ago,best tv
4,Worth the money,Perinad,8 months ago,“After 1 month’’ user - It was a smart move. Fast and smart connectivity specially “wifi” .Satisfied at present. After warranty period will give detailed review about durability and picture quality
3,Good,Adoni,8 months ago,Brightness not good
4,Nice product,Tundla,8 months ago,overall good but connectivity poor.value for money
3,Nice,Nagaon,8 months ago,DNT buy this product from Flipkart rather then buy this product directly from MI site.as installation and demonstration is mainly done by third party if u buy from Flipkart and the service by third party is not at all satisfactory
4,Really Nice,Aroor,8 months ago,Installation toomuch delayed.  Replaced product mi..performance good. tks. flipkart.
5,Super!,Bijapur District,8 months ago,Super Quality, Worth
1,Worthless,New Delhi,8 months ago,Poor quality product sale on flipkart... So please don't buy flipkart any product's, bad experience this product.
5,Awesome,Kurnool,8 months ago,Excellent
5,Fabulous!,Guntur,8 months ago,super
5,Highly recommended,Lalitpur District,8 months ago,good quality with good price
5,Awesome,Nellore,8 months ago,super product from mi good quality
5,Highly recommended,Amritsar,8 months ago,excellent
4,Nice product,Kothur,8 months ago,need to improve picture brightness
5,Best in the market!,Mathabhanga,8 months ago,good product value for money
5,Brilliant,New Delhi,8 months ago,Nice Product in all manner
5,Super!,Salem,8 months ago,Build Quality is goodPicture Quality is goodSound Quality is GoodWorth every Penny
5,Awesome,Erode District,8 months ago,worth for money luvng this tv mre 🥰🥰🥰😍😍
4,Pretty good,Thane,8 months ago,VALUE FOR MONEY .
5,Just wow!,Parbhani,8 months ago,good
5,Must buy!,Ahmedabad,8 months ago,Who says brightness problem, tell them replace their set top box.Awesome Picture quality,Grt DTS sound, no need to buy sound bar,Super connectivityGrt contentDelivery & installation on time (hats off Flipkart)What else u need? Don't waste ur timeGo for it.Quality means MI
5,Wonderful,New Delhi,8 months ago,Delivery and product both are excellent....
5,Awesome,New Delhi,8 months ago,The tv is good and the picture quality is also great
5,Super!,Bangalore,8 months ago,Good Product and value of money.. 👍
5,Terrific purchase,Bengaluru,8 months ago,A Good purchase.
4,Pretty good,Pimpari Chinchwad,8 months ago,Sometimes it disconnect while screen mirroring....Also sometimes turn off the wifi automatically...Also volume of tv automatic increase or decrease....
5,Best in the market!,Mahesana,8 months ago,good TV performance
5,Perfect product!,Udumalaipettai,8 months ago,Except screen casting. Everything i like about this product.
3,Just okay,Vijayawada,8 months ago,ok
5,Best in the market!,Pune,8 months ago,Nice product
5,Classy product,Srikakulam District,8 months ago,Extodnary product
5,Great product,Gudur,8 months ago,Great product in this price range!
5,Highly recommended,Secunderabad,8 months ago,good product at this price range.
4,Good quality product,Tiruchengode,8 months ago,good
5,Terrific purchase,Kolkata,8 months ago,The tv is awsome in this range.. I have purchased it 5 days ago... The installation person was well behaved and good also.. Thanks MI...
5,Awesome,Kota,8 months ago,AWESOME
4,Pretty good,Ghaziabad,8 months ago,I have been using this for over 2 weeks now. Everything is perfect. Just a drawback is we can't connect prime and Netflix even if it is an Android Tv.  Chromecast or fire stick is needed to connect Netflix and prime.
5,Super!,Kolkata,8 months ago,I am using this around a month and this is my first review.go for this TV picture quality is awesomeit is full hd but you can run 4k videos to and it's runs flawless...sound quality is also very good and very loud...
5,Simply awesome,Ahmednagar,8 months ago,Fast Delivery And Installation And Demo.. Very Nice TV.
3,good,New Delhi,8 months ago,3rd class sound quality. Few times it hang. JIO TV does not work with this TV.. even when i try to install from USB.. It need JIO internet only.. and to install everytime.
5,Super!,Bengaluru,8 months ago,Good product
3,Good,Delhi,8 months ago,product is nice
4,Good quality product,Mancherial,8 months ago,the screen doesn't not come exactly 108cm for 108 u will get 98cm only rest of the all things are magnificent..value of money ..TQ MI
4,Very Good,Dharuhera,8 months ago,Everything is good with this TV. Viewing angle and picture quality are great but I feel sound is extraordinary. It gives high and loud surrounding sound. But the only reason I'm giving it 4 not 5 stars is the lag problem. It usually works slow when you're using YouTube or any other app. It think it's because of its 1gb ram and poor processor. If feels like a mobile with low specifications which has lag problem.Apart from this this TV is great.
3,Just okay,Hyderabad,8 months ago,West of tha money.bad pictures quality
4,mi tv pro 43",Gummidipundi,8 months ago,Some disappointed due to wall mounting stand not included
5,Terrific purchase,Kota,8 months ago,just one word. .... go for it. Don't read idiotic reviews. Those who are complaining about the picture quality or anything else are those who would not be content with anything. I have been using this L. E. D. T. V. for around 10 days and this review is after viewing it for these many days. So please ignore the negative reviews. Go ahead with the purchase.
5,Great product,Malappuram District,8 months ago,Good product. Won't have all the apps available in play store. Can install offline. Awesome picture quality...Value gif money.
5,Terrific,Ranchi,8 months ago,nice tv
5,Must buy!,Chennimalai,8 months ago,Nice tv and good delivery..
4,Good choice,Bengaluru,8 months ago,Product is good.. But unable to connect mobile with tv through cromecast..  Technician also dont know abt this... Bad impression of brand... Plz take guidance from YouTube.. You will get info there now.. Many videos uploaded there
5,Simply awesome,Kalyan,8 months ago,brightness issue and screen cast issue
4,Very Good,Bhatpara,8 months ago,Fast delivery. Great picture. But poor demo. After trying a lot didn't able to give demo of Chromecast. 😏
4,Value-for-money,Bhopal,8 months ago,Nice TV and picture quality also good without HD set up box
5,Fabulous!,Chittoor,8 months ago,the best TV at this price. value for money.
5,Fabulous!,Virudhunagar,8 months ago,value for money. everything was nice. but sound effects good for HD only. otherwise everything was perfect.
5,Great product,Pune District,8 months ago,supperb performance and picture quality is awesome...installation persons behave so nice
5,Terrific purchase,Anand,8 months ago,super ha Bhai in this price it's like Sony just go and get it mi and Flipkart thanks for this wonderful thing
5,Just wow!,Varangaon,8 months ago,no brightness issuesuperb at this price range
4,Good choice,Muzaffarpur,8 months ago,The HDMI port works slow and while connecting net the TV is hanging
5,Simply awesome,Mumbai,8 months ago,Great TV with Best price
5,Highly recommended,Nashik,8 months ago,good
5,Highly recommended,Chennai,8 months ago,Worth the money
4,Value-for-money,Pune,8 months ago,Really nice product, value for money..
5,Terrific,Yenugonda,8 months ago,installation scheduled very late recurved on 5 the and installation scheduled on 14
4,Delightful,Faridabad,8 months ago,Not happy with sound quality
5,Excellent,Hyderabad,8 months ago,Sometimes video strucking
3,Fair,Nipani,8 months ago,display of the TV is average overall at this price okay
5,Just wow!,Mumbai,8 months ago,The TV is awesome. Though the service from delivery end was delayed but it's worth it
5,Fabulous!,Kuppam,8 months ago,nice product
5,Simply awesome,Rajkot,8 months ago,it’s very good product full paisa vasul
4,Nice product,Bengaluru,8 months ago,can't install many apps...side loading apps can't be opened or navigation not possible
5,Worth every penny,Puri,8 months ago,nice tv worth for the money
5,Must buy!,Padampur,8 months ago,Awesome Just awesome After 2 days of wonderfull experience My advice Just go ahead dont think
5,Awesome,Solapur,8 months ago,Waw... Awesome TV no campare undar 25 k it's bst TV on this price
5,Perfect product!,Satna,8 months ago,Best at this price
5,Brilliant,Aurangabad,8 months ago,i am writing this review after 15days of installation. its amazing and totally worth for money, google assistant on remote works fine.
5,Wonderful,Bhopal,8 months ago,very nice
5,Awesome,Gorakhpur,8 months ago,Full paisa wasool TV. Excellent & User friendly.
4,Pretty good,Daurala,8 months ago,great product at theis price..
4,Pretty good,Ahmedabad,8 months ago,superb smart tv
5,Highly recommended,Pj Cholapuram,8 months ago,worth of money picture goodsound goodandroid tvever seen this
5,Terrific,Yanam,8 months ago,Simply Awesome TV
5,Awesome,Bhupalpalle,8 months ago,Good
5,Worth every penny,Gurugram,8 months ago,good
4,Really Nice,Bhadrachalam,8 months ago,good product
5,Awesome,Bahraich,8 months ago,value for money
5,Fabulous!,Ahmedabad,8 months ago,worth every penny!!AWESOME
5,Must buy!,Deoria,8 months ago,amazing product... thanks Mi Tv
4,Delightful,Hyderabad,8 months ago,good
3,Just okay,Beldanga,8 months ago,Good but not best
5,Must buy!,Prakasam District,8 months ago,Awsome tv go for it dont say anything because its low cost
4,Delightful,Visakhapatnam,8 months ago,So far so good
5,Highly recommended,Kurnool District,8 months ago,very bad experience with Gati courier service and Jeeves installation service. Apart from that MI LED 4A PRO 43" Product is very nice.  Amazing features at just value of money Rs. 22999/-.  I fall in love the product (Picture quality is OK).
5,Great product,Udma,8 months ago,Nice Tv
5,Simply awesome,Karimnagar,8 months ago,awesome tv...
5,Fabulous!,Bengaluru,8 months ago,Totally nice without brightness...
5,Terrific,Vellore District,8 months ago,good quality picture quality is very good and sound also
5,Just wow!,Chennai,8 months ago,i got best tv
5,Super!,Hyderabad,8 months ago,good product, very impressive with the price and sound quality.. picture might be improve... overall value for money.. we can enjoy watching TV
3,Good,Chennai,8 months ago,Frequently  restart  automaticlly
5,Fabulous!,Srikakulam District,8 months ago,a super and best TV for mi
5,Highly recommended,Pilani Town,8 months ago,best led in this price range got in 17500
5,Wonderful,Murshidabad District,8 months ago,nice product
5,Terrific purchase,Patna,8 months ago,awsome product picture quality. and 4 k video playing thanx flipcart. delivery boy is awsome.
5,Just wow!,Ibrahimpatnam,8 months ago,mi TV 4a pro 43
4,Nice product,Hindupur,8 months ago,Excellent 👌
5,Best Smart TV under 25k,Hyderabad,8 months ago,I am using from last one week, its excellent.Android is running smoothly, good sound, picture quality is also good. Use HD for better quality. voice search is very good.go for this if your budget is under 25k.
5,Classy product,Jammu,8 months ago,excellent
5,Best in the market!,Gurgaon,8 months ago,As per pricing, it is awesome. Pictures, sound up to mark same as compared to Sony/LG. Go for it.
5,Terrific,Annur,8 months ago,speedy delivery...
5,Worth every penny,Vellore,8 months ago,I am very happy tv very good value for money
5,Wonderful,Chapra,8 months ago,Awesome Product and Very quick installation...
5,Wonderful,Meerut,8 months ago,awesome TV with smart features. More features in very less price. Delivery on time. Installation on time, demo was given cleary
5,Wonderful,Jamnagar,8 months ago,Must Say Superb LED TV. Clearity is good, Sound is good, Connectivity is too good. No legs found till now.
5,Classy product,Allahabad,8 months ago,croamcast mirroring is facing difficulties to connect phone with TV. many time when network singles are weak then phone not connect with TV
5,Worth for money, Don't hesitate to buy.,Ariyalur,8 months ago,I took more time to buy it because of few negative comments. But it is worth for money.No issues so far.
4,Nice product,Chennai,8 months ago,Very nice for the price. Works great. This is my first LED and was facing some brightness issue. This can be fixed by changing the picture setting mode manual by removing dynamic off.
5,Mind-blowing purchase,New Delhi,8 months ago,osm
5,Just wow!,Hyderabad,8 months ago,super
5,Classy product,Hyderabad,8 months ago,best quality 4K video and so much quality of sound
5,Just wow!,Hyderabad,8 months ago,Good
5,Super!,East Godavari,8 months ago,Nice product, Good delivery.thanks to mi
5,Terrific,Pernambut,8 months ago,it supee
4,Pretty good,New Delhi,8 months ago,It’s a nice tv with good picture quality however there are some issues like voice search will not work if connect air mouse and second when you connect mi Mr cable whenever you power on the tv it gives pop up everytime
4,Very Good,Thane,8 months ago,The TV is is good and in this price it is excellent
4,Nice product,Kadayampatti,8 months ago,Sound is good.,
5,Just wow!,Rajkot,8 months ago,Super awesome this product
1,Useless product,Alwar District,8 months ago,poor picture quality , no support from mi its total watage of money , no return or replacement available pls dont buy.
5,Wonderful,Banaganapalle,8 months ago,as usual Mi and Flipkart gets 5 stars
5,Awesome,Sri Potti Sriramulu Nellore District,8 months ago,nice tv it was reached my expectations
5,Classy product,Vellore,8 months ago,awesome  product with valuable product i am really satisfied really happy good  picture quality  but sound is not high in TV  connectivity is also good and  voice command also good
5,Wonderful,Thane,8 months ago,good product in low budget.just the screen sharing do not work 100 % well.also sometime issue in streaming video even if connected to wifi
4,Delightful,Faridabad,8 months ago,Overall nice product and delivery was on time.  But installation process was very poor.
5,Great product,Ghaziabad,8 months ago,Awesome Delivery speed and same day installation. I enjoyed Shopping with you. Thanks Flipkart.
5,Awesome,Patiala,8 months ago,nice value for money
5,Super!,Kariamangalam,8 months ago,fast delivery quick Installation thanks for Flipcart  & MI    Good product low price.points of picture 3.6 connectivity 2.9 is big mistake.picture & connectivity  4.0  or above it's not my opinion it's general
3,Just okay,Neyyattinkara,8 months ago,as compared to Sony;  the picture clarity is average.. but the sound is good
5,Wonderful,Chennai,8 months ago,wonderful product to purchase at this price
5,Mind-blowing purchase,Jammu,8 months ago,its too good
5,Super!,Viluppuram District,8 months ago,super delivery 2 day
